surveywave,id_state,id_school,id_teacher,treatment,strata,weight_school,fpc_school,ht01,ht04,ht09,ht10,ht11,ht12,ht13_01,ht13_02,ht13_03,ht13_04,ht13_05,ht13_06,ht13_07,ht13_08,ht13_09,ht13_10,ht13_11,ht13_othqual,ht13_oth,ht13_dkr,ht14,ht15,ht16,ht17_01,ht17_02,ht17_03,ht17_04,ht17_05,ht17_06,ht17_07,ht17_08,ht17_09,ht17_10,ht17_11,ht17_othrea,ht17_oth,ht18,ht19_01,ht19_02,ht19_03,ht19_04,ht19_05,ht19_06,ht19_07,ht19_08,ht19_09,ht19_10,ht19_11,ht19_othrea,ht19_oth,ht20,ht21a_01_month,ht21a_02_month,ht21a_03_month,ht21a_04_month,ht21a_05_month,ht21a_06_month,ht21a_07_month,ht21a_08_month,ht21a_09_month,ht21a_10_month,ht21a_01_year,ht21a_02_year,ht21a_03_year,ht21a_04_year,ht21a_05_year,ht21a_06_year,ht21a_07_year,ht21a_08_year,ht21a_09_year,ht21a_10_year,ht21b_01_01,ht21b_01_02,ht21b_01_03,ht21b_01_04,ht21b_01_05,ht21b_01_06,ht21b_01_07,ht21b_01_othtop,ht21b_01_oth,ht21b_01_dkr,ht21b_02_01,ht21b_02_02,ht21b_02_03,ht21b_02_04,ht21b_02_05,ht21b_02_06,ht21b_02_07,ht21b_02_othtop,ht21b_02_oth,ht21b_02_dkr,ht21b_03_01,ht21b_03_02,ht21b_03_03,ht21b_03_04,ht21b_03_05,ht21b_03_06,ht21b_03_07,ht21b_03_othtop,ht21b_03_oth,ht21b_03_dkr,ht21b_04_01,ht21b_04_02,ht21b_04_03,ht21b_04_04,ht21b_04_05,ht21b_04_06,ht21b_04_07,ht21b_04_othtop,ht21b_04_oth,ht21b_04_dkr,ht21b_05_01,ht21b_05_02,ht21b_05_03,ht21b_05_04,ht21b_05_05,ht21b_05_06,ht21b_05_07,ht21b_05_othtop,ht21b_05_oth,ht21b_05_dkr,ht21b_06_01,ht21b_06_02,ht21b_06_03,ht21b_06_04,ht21b_06_05,ht21b_06_06,ht21b_06_07,ht21b_06_othtop,ht21b_06_oth,ht21b_06_dkr,ht21b_07_01,ht21b_07_02,ht21b_07_03,ht21b_07_04,ht21b_07_05,ht21b_07_06,ht21b_07_07,ht21b_07_othtop,ht21b_07_oth,ht21b_07_dkr,ht21b_08_01,ht21b_08_02,ht21b_08_03,ht21b_08_04,ht21b_08_05,ht21b_08_06,ht21b_08_07,ht21b_08_othtop,ht21b_08_oth,ht21b_08_dkr,ht21b_09_01,ht21b_09_02,ht21b_09_03,ht21b_09_04,ht21b_09_05,ht21b_09_06,ht21b_09_07,ht21b_09_othtop,ht21b_09_oth,ht21b_09_dkr,ht21b_10_01,ht21b_10_02,ht21b_10_03,ht21b_10_04,ht21b_10_05,ht21b_10_06,ht21b_10_07,ht21b_10_othtop,ht21b_10_oth,ht21b_10_dkr,ht21c_01_01,ht21c_01_02,ht21c_01_03,ht21c_01_04,ht21c_01_05,ht21c_01_06,ht21c_01_07,ht21c_01_08,ht21c_01_09,ht21c_01_10,ht21c_01_othorg,ht21c_01_oth,ht21c_01_dkr,ht21c_02_01,ht21c_02_02,ht21c_02_03,ht21c_02_04,ht21c_02_05,ht21c_02_06,ht21c_02_07,ht21c_02_08,ht21c_02_09,ht21c_02_10,ht21c_02_othorg,ht21c_02_oth,ht21c_02_dkr,ht21c_03_01,ht21c_03_02,ht21c_03_03,ht21c_03_04,ht21c_03_05,ht21c_03_06,ht21c_03_07,ht21c_03_08,ht21c_03_09,ht21c_03_10,ht21c_03_othorg,ht21c_03_oth,ht21c_03_dkr,ht21c_04_01,ht21c_04_02,ht21c_04_03,ht21c_04_04,ht21c_04_05,ht21c_04_06,ht21c_04_07,ht21c_04_08,ht21c_04_09,ht21c_04_10,ht21c_04_othorg,ht21c_04_oth,ht21c_04_dkr,ht21c_05_01,ht21c_05_02,ht21c_05_03,ht21c_05_04,ht21c_05_05,ht21c_05_06,ht21c_05_07,ht21c_05_08,ht21c_05_09,ht21c_05_10,ht21c_05_othorg,ht21c_05_oth,ht21c_05_dkr,ht21c_06_01,ht21c_06_02,ht21c_06_03,ht21c_06_04,ht21c_06_05,ht21c_06_06,ht21c_06_07,ht21c_06_08,ht21c_06_09,ht21c_06_10,ht21c_06_othorg,ht21c_06_oth,ht21c_06_dkr,ht21c_07_01,ht21c_07_02,ht21c_07_03,ht21c_07_04,ht21c_07_05,ht21c_07_06,ht21c_07_07,ht21c_07_08,ht21c_07_09,ht21c_07_10,ht21c_07_othorg,ht21c_07_oth,ht21c_07_dkr,ht21c_08_01,ht21c_08_02,ht21c_08_03,ht21c_08_04,ht21c_08_05,ht21c_08_06,ht21c_08_07,ht21c_08_08,ht21c_08_09,ht21c_08_10,ht21c_08_othorg,ht21c_08_oth,ht21c_08_dkr,ht21c_09_01,ht21c_09_02,ht21c_09_03,ht21c_09_04,ht21c_09_05,ht21c_09_06,ht21c_09_07,ht21c_09_08,ht21c_09_09,ht21c_09_10,ht21c_09_othorg,ht21c_09_oth,ht21c_09_dkr,ht21c_10_01,ht21c_10_02,ht21c_10_03,ht21c_10_04,ht21c_10_05,ht21c_10_06,ht21c_10_07,ht21c_10_08,ht21c_10_09,ht21c_10_10,ht21c_10_othorg,ht21c_10_oth,ht21c_10_dkr,ht21d_01,ht21d_01_oth,ht21d_02,ht21d_02_oth,ht21d_03,ht21d_03_oth,ht21d_04,ht21d_04_oth,ht21d_05,ht21d_05_oth,ht21d_06,ht21d_06_oth,ht21d_07,ht21d_07_oth,ht21d_08,ht21d_08_oth,ht21d_09,ht21d_09_oth,ht21d_10,ht21d_10_oth,ht21e_01,ht21e_02,ht21e_03,ht21e_04,ht21e_05,ht21e_06,ht21e_07,ht21e_08,ht21e_09,ht21e_10,ht22_01,ht22_02,ht22_03,ht22_04,ht22_05,ht22_06,ht22_07,ht22_08,ht22_09,ht22_10,ht22_11,ht22_12,ht22_13,ht22_othiss,ht22_oth,ht23,ht24_01,ht24_02,ht24_03,ht24_04,ht24_05,ht24_06,ht24_07,ht24_08,ht24_othact,ht24_oth,ht24_dkr,ht25,ht26,ht27_01,ht27_02,ht27_03,ht27_04,ht27_05,ht27_06,ht27_07,ht27_08,ht27_09,ht27_10,ht27_othtop,ht27_oth,ht27_dkr,ht28_01,ht28_02,ht28_03,ht28_04,ht28_05,ht28_06,ht28_07,ht28_08,ht28_09,ht28_10,ht28_11,ht28_12,ht28_13,ht28_14,ht28_15,ht28_16,ht28_othiss,ht28_oth,ht29,ht30_01,ht30_02,ht30_03,ht30_04,ht30_05,ht30_06,ht30_07,ht30_08,ht30_othact,ht30_oth,ht31,ht32,ht33,ht34_01_date,ht34_01_num,ht34_02_date,ht34_02_num,ht34_03_date,ht34_03_num,ht34_04_date,ht34_04_num,ht34_05_date,ht34_05_num,ht35,ht36,ht37_01,ht37_02,ht37_03,ht37_04,ht37_05,ht37_06,ht38_01,ht38_02,ht38_03,ht38_04,ht38_05,ht38_06,ht38_07,ht38_08,ht38_09,ht38_10,ht38_11,ht38_12,ht38_othsub,ht38_oth,ht39,ht40,ht41,ht42,ht43,ht44,ht45,ht46,ht47,ht48,ht49,ht50,ht51,ht52,ht53,ht54,ht55,ht56,ht57,ht58,ht59,ht60,ht61,ht62,ht63,ht64,ht65_01,ht65_02,ht65_03,ht65_04,ht65_05,ht65_06,ht65_07,ht65_othorg,ht65_oth,ht66,ht67,ht68_01,ht68_02,ht68_03,ht68_04,ht68_05,ht68_06,ht68_othrep,ht68_oth,ht69,ht70,ht71,ht72,ht73_01,ht73_02,ht73_03,ht73_04,ht73_05,ht73_06,ht73_07,ht73_08,ht73_09,ht73_10,ht73_11,ht73_12,ht73_13,ht73_othuse,ht73_oth,n_ptr,n_tchabsenteeism_sr
Round 1 Baseline,Katsina,584,Head Teacher,Control,2110,3,.3333333333333333,Head Teacher,Male,42,23,2014,2007,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,March,,,,,,,,,,2014,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGEA,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,Less than once a month,No,No,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,Yes,No,No,No,No,No,,20,1637,Yes,20141111,0,20141110,1,20141107,2,20141106,0,20141105,1,More than three times a month,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,No,No,No,No,No,No,No,Yes,SBMC,No supply,Yes,Yes,Yes,Yes,No,No,Yes,No,,Yes,The last term of the previous school year,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,,81.84999847412109,4
Round 1 Baseline,Katsina,585,Head Teacher,Control,2110,3,.3333333333333333,Head Teacher,Male,52,27,2013,1998,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,Once a month,No,Yes,No,Yes,No,No,No,No,No,No,Yes,discussion on how to provide f,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,,6,994,Yes,20141111,0,20141110,1,20141107,0,20141106,0,20141105,0,Two or three times a month,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Yes,No,No,No,No,No,No,No,Yes,community,No supply,Yes,No,Yes,Yes,No,No,No,Yes,flooring and general rehabilit,Yes,Earlier than that,Yes,"Yes, audio",Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,,165.6666717529297,3.333333253860474
Round 1 Baseline,Katsina,589,Head Teacher,Treatment,2111,3,.3333333333333333,Head Teacher,Male,49,24,2014,2002,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,,No,Yes,More than once a month,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,9,532,Yes,20141112,0,20141111,1,20141110,0,20141107,0,20141106,0,More than three times a month,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,Agree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,No,,,,,,,,,,No supply,Yes,Yes,Yes,Yes,No,No,Yes,No,,Yes,Earlier than that,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,59.11111068725586,2.222222328186035
Round 1 Baseline,Katsina,591,Head Teacher,Treatment,2111,3,.3333333333333333,Head Teacher,Male,54,33,2010,1989,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,,No,Yes,Once a month,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,,8,961,Yes,20141112,0,20141111,0,20141110,0,20141107,0,20141106,1,More than three times a month,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Yes,No,No,Yes,No,No,Yes,No,No,,No supply,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,This term or during the preceding vacation,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,120.125,2.5
Round 1 Baseline,Katsina,593,Head Teacher,Treatment,2111,3,.3333333333333333,Head Teacher,Male,45,20,2013,2007,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,1,No,No,No,No,No,No,No,No,No,No,No,Yes,Took his son to School,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,Yes,Sensitization on the importanc,No,Yes,Once a month,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,,Yes,No,No,No,Yes,Yes,No,No,No,No,,8,578,Yes,20141112,0,20141111,0,20141110,1,20141107,0,20141106,0,Two or three times a month,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,No,No,No,No,No,No,No,Yes,SBMC.,No supply,Yes,Yes,Yes,Yes,No,No,No,Yes,Need additional classrooms.,Yes,This term or during the preceding vacation,Yes,"Yes, audio",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,72.25,2.5
Round 1 Baseline,Katsina,595,Head Teacher,Treatment,2111,3,.3333333333333333,Head Teacher,Male,52,26,1997,1997,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Absent of enough teachers in t,Yes,Yes,Yes,No,No,No,No,No,Yes,No,,No,Yes,Once a month,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,7,1499,Yes,20141112,0,20141111,2,20141110,0,20141107,2,20141106,0,More than three times a month,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,No,Yes,No,Yes,Self help project.,No supply,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,"provision of water, access roa",Yes,Earlier than that,Yes,"Yes, both audio and video",Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,,214.1428527832031,11.42857170104981
Round 1 Baseline,Katsina,602,Head Teacher,Control,2120,2.75,.3636363636363637,Head Teacher,Male,59,32,2007,1984,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,No,Yes,More than once a week,Yes,Yes,No,No,No,No,No,No,No,Yes,No,,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,No,No,No,,55,2203,Yes,20141114,8,20141113,5,20141112,5,20141111,6,20141110,2,More than three times a month,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,Yes,No,No,,"Yes, irregular supply",Yes,No,No,Yes,No,No,No,Yes,The school need extra classes,Yes,This term or during the preceding vacation,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,40.05454635620117,9.454545021057129
Round 1 Baseline,Katsina,603,Head Teacher,Control,2120,2.75,.3636363636363637,Head Teacher,Male,54,32,2007,Don't know,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,No,89000,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,Don't know,,,,,,,,,,2014,,,,,,,,,,Yes,Yes,No,No,No,Yes,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other SUBEB staff,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,No,No,Yes,No,,No,Yes,More than once a month,Yes,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,13,391,Yes,20141028,5,20141027,2,20141024,1,20141023,2,20141022,2,Two or three times a month,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,No,No,,No supply,Yes,No,No,Yes,Yes,No,Yes,No,,Yes,The last term of the previous school year,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,,30.07692337036133,18.46153831481934
Round 1 Baseline,Katsina,605,Head Teacher,Control,2120,2.75,.3636363636363637,Head Teacher,Male,51,26,2014,1993,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Travelling,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,More than once a week,No,No,No,No,No,No,Yes,No,No,Yes,No,,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,,10,598,Yes,20141028,4,20141027,5,20141024,6,20141023,2,20141022,3,Two or three times a month,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No supply,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Yes,Don't know/refusal,Yes,"Yes, both audio and video",Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,,59.79999923706055,40
Round 1 Baseline,Katsina,607,Head Teacher,Control,2120,2.75,.3636363636363637,Head Teacher,Male,51,25,2007,2007,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,,No,78000,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,No,Once a month,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,24,1238,Yes,20141028,4,20141027,4,20141024,5,20141023,2,20141022,4,Two or three times a month,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,CCA,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,No,No,Yes,No,No,No,No,No,,No supply,Yes,Yes,Yes,Yes,No,No,Yes,No,,Yes,The last term of the previous school year,Yes,"Yes, audio",Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,,51.58333206176758,15.8333330154419
